student_id,semester,hostel_resident,internet_access,attendance_percentage,avg_assignment_score,lms_login_frequency,library_visits_per_month,disciplinary_actions,dropout,engagement_index,academic_risk_score,attendance_volatility,resource_utilization_score,composite_dropout_risk
S01057,4,0,0,84.04,57.55,18,0,0,0,44.294,42.45,0.1664,0.0,0.6148
S01058,7,1,1,77.73,26.07,32,1,0,0,51.9981,73.93,0.0788,0.5385,0.5791
S01059,4,1,1,65.96,39.8,32,0,1,0,45.3671,65.2,0.0845,0.5,0.577
S01060,3,1,1,63.01,43.02,23,6,0,0,50.3865,56.98,0.1255,0.7308,0.4689
S01061,7,1,1,72.05,22.29,25,6,0,0,55.189,77.71,0.0,0.7308,0.535
S01062,6,0,1,81.26,68.01,28,6,2,0,60.6526,41.99,0.1278,0.5308,0.423
S01063,2,0,1,95.41,70.44,35,1,0,0,60.8498,29.56,0.3242,0.3385,0.4206
S01064,6,0,1,66.65,25.01,4,2,1,1,32.879,79.99,0.0749,0.3769,0.7107
S01065,7,0,1,61.16,56.48,21,5,0,0,46.537,43.52,0.1511,0.4923,0.4881
S01066,4,1,0,49.75,33.27,11,4,1,0,34.1177,71.73,0.3095,0.3538,0.6791
S01067,8,0,1,75.67,44.16,23,0,0,0,43.9121,55.84,0.0502,0.3,0.5947
S01068,6,0,0,72.05,56.13,31,0,0,0,47.2098,43.87,0.0,0.0,0.6102
S01069,3,0,1,91.19,40.86,24,4,0,0,58.4056,59.14,0.2656,0.4538,0.5187
S01070,1,0,1,92.68,49.24,21,0,0,0,49.5296,50.76,0.2863,0.3,0.5547
S01071,6,1,1,78.23,41.095,19,4,1,0,50.2555,63.905,0.0858,0.6538,0.5163
S01072,2,0,1,73.35,34.86,11,1,0,0,37.7885,65.14,0.018,0.3385,0.6437
S01073,7,0,1,91.23,47.54,20,2,0,0,52.2026,52.46,0.2662,0.3769,0.5329
S01074,5,0,1,55.35,28.3,8,0,0,0,26.8858,71.7,0.2318,0.3,0.7177
S01075,4,1,1,65.39,30.53,9,3,0,0,37.2642,69.47,0.0924,0.6154,0.5936
S01076,2,0,1,97.66,80.59,36,0,0,0,60.4199,19.41,0.3554,0.3,0.3912
S01077,6,1,1,55.88,10.73,9,7,0,0,41.1525,89.27,0.2244,0.7692,0.6207
S01078,2,0,1,71.48,14.07,7,0,2,1,32.7445,95.93,0.0079,0.3,0.7941
S01079,4,0,1,81.47,35.32,23,3,0,0,52.0013,64.68,0.1307,0.4154,0.5729
S01080,7,1,1,73.24,36.12,14,4,0,0,45.2934,63.88,0.0165,0.6538,0.5335
S01081,8,0,1,89.24,51.73,40,2,0,0,63.271,48.27,0.2386,0.3769,0.4774
S01082,8,0,1,94.89,39.81,32,6,0,0,68.4775,60.19,0.317,0.5308,0.4684
S01083,8,1,1,79.19,57.26,13,0,0,0,39.3879,42.74,0.0991,0.5,0.5081
S01084,5,0,0,92.85,59.53,34,4,0,0,65.0018,40.47,0.2887,0.1538,0.4959
S01085,2,0,1,58.07,28.9,18,3,1,0,39.6752,76.1,0.194,0.4154,0.6617
S01086,7,1,1,69.64,28.62,20,5,1,0,49.3358,76.38,0.0334,0.6923,0.5598
S01087,7,0,1,100.0,59.81,22,0,0,0,53.0508,40.19,0.3879,0.3,0.5001
S01088,8,0,1,100.0,47.42,25,0,1,0,54.8305,57.58,0.3879,0.3,0.5634
S01089,6,0,1,52.85,36.98,24,2,1,0,39.2234,68.02,0.2665,0.3769,0.6406
S01090,2,1,1,71.81,25.22,19,7,0,0,53.4567,74.78,0.0033,0.7692,0.5197
S01091,5,0,1,74.04,33.28,23,2,1,0,47.1062,71.72,0.0276,0.3769,0.6278
S01092,4,0,0,78.25,49.33,19,4,0,0,50.2635,50.67,0.0861,0.1538,0.5883
S01093,7,1,1,91.11,42.39,24,0,0,0,50.6813,57.61,0.2645,0.5,0.5281
S01094,4,1,1,99.59,60.64,29,6,0,0,68.5779,39.36,0.3822,0.7308,0.3347
S01095,3,1,0,72.56,31.81,7,8,0,0,48.5612,68.19,0.0071,0.5077,0.5759
S01096,1,0,1,88.83,48.37,31,1,0,0,55.8449,51.63,0.2329,0.3385,0.5264
S01097,7,0,1,81.72,39.12,27,1,2,0,50.628,70.88,0.1342,0.3385,0.6217
S01098,7,0,1,71.68,34.35,10,1,0,0,36.5273,65.65,0.0051,0.3385,0.6501
S01099,1,1,1,46.53,26.03,19,5,1,0,39.4986,78.97,0.3542,0.6923,0.6046
S01100,4,0,0,87.28,30.85,40,3,0,0,64.41,69.15,0.2114,0.1154,0.6223
S01101,4,1,1,81.08,53.6,22,4,1,0,53.1752,51.4,0.1253,0.6538,0.456
S01102,4,0,1,77.84,97.25831090454876,18,3,1,0,47.5832,7.7417,0.0804,0.4154,0.3606
S01103,8,1,1,57.28,21.57,26,2,1,0,42.1819,83.43,0.205,0.5769,0.6419
S01104,2,1,1,100.0,56.12,36,8,0,0,76.7405,43.88,0.3879,0.8077,0.305
S01105,3,0,1,74.29,37.28,22,0,0,0,42.7668,62.72,0.0311,0.3,0.6262
S01106,2,1,1,54.88,23.88,23,5,1,0,45.2115,81.12,0.2383,0.6923,0.5932
S01107,2,1,1,52.47,36.45,18,5,0,1,41.2814,63.55,0.2718,0.6923,0.5366
S01108,8,0,1,82.16,65.97,38,0,0,0,55.4064,34.03,0.1403,0.3,0.4672
S01109,8,0,0,72.05,41.49,26,1,0,0,46.1668,58.51,0.0,0.0385,0.6628
S01110,1,1,0,65.05,33.29,23,5,0,0,49.2795,66.71,0.0972,0.3923,0.5963
S01111,6,0,0,78.94,39.12,34,0,1,0,51.7455,65.88,0.0956,0.0,0.6824
S01112,2,0,1,4.915089606030088,98.04760451595942,6,4,0,0,13.2177,1.9524,0.9318,0.4538,0.4481
S01113,2,0,0,74.1,41.095,32,3,1,0,54.3923,63.905,0.0285,0.1154,0.6364
S01114,3,1,0,61.48,51.09,15,4,0,0,41.1826,48.91,0.1467,0.3538,0.5631
S01115,2,0,1,86.42,48.99,32,1,0,0,55.4741,51.01,0.1994,0.3385,0.5253
S01116,4,1,1,72.05,52.01,40,0,0,0,52.5488,47.99,0.0,0.5,0.483
S01117,8,0,1,80.52,43.02,23,4,0,1,53.5444,56.98,0.1176,0.4538,0.5271
S01118,5,0,0,59.49,96.5115858205796,14,2,0,0,35.9472,3.4884,0.1743,0.0769,0.4689
S01119,6,1,0,52.03,16.85,15,2,3,1,33.5565,98.15,0.2779,0.2769,0.8059
S01120,4,0,0,73.15,60.34,11,3,0,0,41.5547,39.66,0.0153,0.1154,0.5843
S01121,1,0,1,85.94,61.54,45,0,0,0,61.0709,38.46,0.1928,0.3,0.4651
S01122,1,0,0,87.61,54.95,22,2,0,0,51.941,45.05,0.216,0.0769,0.5792
S01123,3,1,1,80.77,74.39,39,2,0,0,59.2897,25.61,0.121,0.5769,0.3507
S01124,2,0,1,65.24,41.095,17,3,1,0,41.95,63.905,0.0945,0.4154,0.6049
S01125,7,0,1,59.94,24.51,18,3,0,0,40.4232,75.49,0.1681,0.4154,0.6566
S01126,7,0,0,71.75,32.81,22,2,1,0,45.597,72.19,0.0042,0.0769,0.7099
S01127,7,0,0,71.89,54.96,14,4,0,0,44.7534,45.04,0.0022,0.1538,0.5851
S01128,6,0,1,88.61,57.41,28,5,0,0,61.6696,42.59,0.2298,0.4923,0.4314
S01129,5,0,1,64.8,38.42,27,1,1,0,43.86,66.58,0.1006,0.3385,0.6282
S01130,6,0,1,66.05,30.44,19,3,1,0,43.4604,74.56,0.0833,0.4154,0.6423
S01131,4,0,1,100.0,51.62,29,5,0,0,66.8188,48.38,0.3879,0.4923,0.4366
S01132,6,1,0,95.27,62.06,40,6,0,0,73.3753,37.94,0.3223,0.4308,0.3872
S01133,7,1,1,58.76,56.31,29,3,0,0,46.4766,43.69,0.1845,0.6154,0.4582
S01134,7,0,1,94.03,58.45,43,4,0,0,70.8128,41.55,0.3051,0.4538,0.4049
S01135,5,0,1,55.17,18.99,11,2,0,0,32.4396,81.01,0.2343,0.3769,0.7163
S01136,1,0,1,65.49,20.87,22,2,0,0,43.093,79.13,0.091,0.3769,0.6715
S01137,6,1,0,67.2,41.68,17,3,0,0,42.734,58.32,0.0673,0.3154,0.6049
S01138,3,0,1,70.84,53.15,28,2,0,0,48.7923,46.85,0.0168,0.3769,0.5224
S01139,6,0,1,81.3,58.9,16,3,0,0,47.7808,41.1,0.1284,0.4154,0.4933
S01140,5,0,0,73.6,63.35,14,2,0,0,41.5912,36.65,0.0215,0.0769,0.5818
S01141,8,0,1,81.22,27.44,20,3,0,0,50.1216,72.56,0.1273,0.4154,0.611
S01142,3,0,1,65.97,33.2,13,2,2,0,37.946,76.8,0.0844,0.3769,0.6802
S01143,8,0,1,77.61,99.218174310545,32,0,0,0,50.0271,0.7818,0.0772,0.3,0.353
S01144,7,1,0,73.18,97.8729326470603,29,2,3,0,50.3215,17.1271,0.0157,0.2769,0.4232
S01145,3,1,1,51.18,17.67,11,2,1,0,30.8436,87.33,0.2897,0.5769,0.6971
S01146,4,1,1,79.25,46.62,23,0,0,0,45.3441,53.38,0.0999,0.5,0.5298
S01147,5,1,1,72.05,18.27,3,0,1,1,30.5997,86.73,0.0,0.5,0.7148
S01148,7,0,1,61.29,36.88,15,0,3,0,33.4143,78.12,0.1493,0.3,0.7205
S01149,6,1,1,65.63,52.93,30,7,0,0,57.5101,47.07,0.0891,0.7692,0.3947
S01150,7,1,1,66.0,96.22250233940127,59,3,0,0,67.1692,3.7775,0.084,0.6154,0.2262
S01151,3,1,1,68.33,44.69,12,4,0,0,42.143,55.31,0.0516,0.6538,0.5103
S01152,5,1,1,98.38,62.21,43,4,0,0,72.5528,37.79,0.3654,0.6538,0.3338
S01153,4,0,1,100.0,61.46,24,3,0,0,60.0065,38.54,0.3879,0.4154,0.4403
S01154,8,0,1,31.11,25.59,20,3,1,1,30.0776,79.41,0.5682,0.4154,0.7085
S01155,3,0,1,79.32,46.46,48,4,1,0,67.8949,58.54,0.1009,0.4538,0.4831
S01156,5,0,0,86.32,47.79,27,3,1,0,56.3142,57.21,0.1981,0.1154,0.6029
S01157,1,0,1,68.76,38.59,31,3,1,0,51.6631,66.41,0.0457,0.4154,0.581
S01158,7,0,0,85.92,49.8,14,2,0,0,46.5192,50.2,0.1925,0.0769,0.6188
S01159,4,0,0,96.81,45.36,18,8,0,0,64.7866,54.64,0.3437,0.3077,0.5149
S01160,3,1,0,51.42,35.63,9,7,0,0,39.3685,64.37,0.2863,0.4692,0.6024
S01161,5,1,1,74.01,49.77,30,1,0,0,49.3237,50.23,0.0272,0.5385,0.4937
S01162,4,1,1,100.0,58.51,33,6,0,0,71.1147,41.49,0.3879,0.7308,0.3344
S01163,7,0,1,53.43,30.86,14,3,2,1,35.4463,79.14,0.2584,0.4154,0.6886
S01164,5,1,1,70.27,43.46,11,3,2,0,40.4027,66.54,0.0247,0.6154,0.5709
S01165,5,1,1,65.27,42.28,19,0,0,1,37.3792,57.72,0.0941,0.5,0.5751
S01166,1,1,1,87.78,56.17,22,4,0,0,55.8552,43.83,0.2183,0.6538,0.4164
S01167,1,1,1,89.87,36.12,21,3,0,0,54.1749,63.88,0.2473,0.6154,0.5121
S01168,4,0,0,74.43,31.84,22,1,1,0,44.7459,73.16,0.033,0.0385,0.7264
S01169,8,0,1,72.48,41.05,24,2,0,0,47.0754,58.95,0.006,0.3769,0.5768
S01170,8,1,0,46.21,19.34,7,2,1,0,26.4827,85.66,0.3586,0.2769,0.7807
S01171,6,1,0,93.35,42.95,30,5,0,0,64.752,57.05,0.2956,0.3923,0.5035
S01172,6,0,1,66.7,42.21,22,0,0,0,39.7308,57.79,0.0743,0.3,0.6171
S01173,4,0,1,69.87,29.54,26,1,1,0,45.2948,75.46,0.0303,0.3385,0.6587
S01174,2,0,1,86.57,59.42,30,1,0,0,54.3477,40.58,0.2015,0.3385,0.4875
S01175,1,0,0,74.96,58.8,22,1,0,0,44.9579,41.2,0.0404,0.0385,0.5978
S01176,3,1,1,87.06,44.28,29,3,0,0,57.7966,55.72,0.2083,0.6154,0.4667
S01177,3,1,1,81.05,26.77,33,2,0,0,55.8424,73.23,0.1249,0.5769,0.5532
S01178,2,0,1,75.06,31.25,12,3,1,0,42.9119,73.75,0.0418,0.4154,0.641
S01179,3,0,1,76.66,35.47,25,2,3,0,49.3407,79.53,0.064,0.3769,0.6512
S01180,1,0,0,55.16,10.99,6,6,0,0,37.1618,89.01,0.2344,0.2308,0.7683
S01181,5,0,0,69.77,43.1,22,3,0,0,46.7281,56.9,0.0316,0.1154,0.6352
S01182,8,0,1,88.26,52.71,26,4,0,0,58.42,47.29,0.225,0.4538,0.4712
S01183,6,1,1,58.52,36.54,17,4,1,0,41.1851,68.46,0.1878,0.6538,0.5662
S01184,4,1,1,61.27,27.72,25,3,0,0,45.1077,72.28,0.1496,0.6154,0.5774
S01185,4,0,1,58.81,46.34,24,1,0,0,39.6844,53.66,0.1838,0.3385,0.5911
S01186,3,1,1,74.3,39.15,32,1,0,0,50.6261,60.85,0.0312,0.5385,0.5316
S01187,2,1,1,93.04,40.2,27,2,2,0,57.0791,69.8,0.2913,0.5769,0.5352
S01188,5,0,0,80.21,36.7,31,3,0,0,56.2431,63.3,0.1133,0.1154,0.6275
S01189,5,1,0,39.35,15.81,15,5,1,1,34.2537,89.19,0.4539,0.3923,0.7388
S01190,1,1,1,72.05,45.3,23,4,0,0,50.1564,54.7,0.0,0.6538,0.4798
S01191,4,1,1,65.37,26.12,21,5,0,0,48.221,73.88,0.0927,0.6923,0.5537
S01192,3,0,1,79.64,35.71,24,1,0,0,48.0164,64.29,0.1053,0.3385,0.6045
S01193,2,0,0,69.76,60.27,33,4,0,0,55.1726,39.73,0.0318,0.1538,0.5274
S01194,6,0,0,59.09,29.21,24,5,1,1,47.4887,75.79,0.1799,0.1923,0.6889
S01195,5,0,1,70.93,46.68,19,0,1,0,39.6432,58.32,0.0155,0.3,0.6195
S01196,6,0,1,65.38,35.48,17,2,0,0,40.0829,64.52,0.0926,0.3769,0.6236
S01197,6,1,1,76.62,56.19,32,2,2,0,53.4772,53.81,0.0634,0.5769,0.4838
S01198,8,0,1,58.71,39.59,28,2,1,0,43.9403,65.41,0.1851,0.3769,0.6136
S01199,7,0,1,55.13,31.67,22,1,1,0,37.0259,73.33,0.2348,0.3385,0.6791
S01200,5,1,1,82.98,45.91,32,1,0,0,54.0981,54.09,0.1517,0.5385,0.4924
S01201,8,0,1,88.63,47.02,39,3,0,0,64.3568,52.98,0.2301,0.4154,0.4828
S01202,4,0,1,80.7,46.83,24,1,2,0,48.4404,63.17,0.1201,0.3385,0.5985
S01203,8,1,1,72.05,29.44,20,0,1,0,40.6844,75.56,0.0,0.5,0.6348
S01204,7,0,1,60.9,15.88,22,2,0,0,41.257,84.12,0.1548,0.3769,0.6979
S01205,6,0,1,61.76,35.67,15,1,2,0,35.5254,74.33,0.1428,0.3385,0.6884
S01206,8,1,1,72.05,53.58,41,3,0,0,58.9113,46.42,0.0,0.6154,0.4256
S01207,5,0,0,59.62,34.63,14,2,0,0,35.9992,65.37,0.1725,0.0769,0.7163
S01208,6,0,1,85.26,48.11,28,4,0,0,58.4065,51.89,0.1833,0.4538,0.4897
S01209,3,0,1,81.55,60.96,41,1,0,0,58.8651,39.04,0.1319,0.3385,0.4655
S01210,8,1,1,90.57,47.74,14,6,0,0,56.0715,52.26,0.257,0.7308,0.4301
S01211,5,0,1,87.95,48.9,30,1,0,0,54.8997,51.1,0.2207,0.3385,0.5276
S01212,7,1,1,80.14,46.05,20,1,0,0,45.8435,53.95,0.1123,0.5385,0.5207
S01213,4,0,1,49.97,40.2,14,2,1,0,32.1392,64.8,0.3065,0.3769,0.6525
S01214,7,1,1,81.15,41.095,16,9,1,0,59.2592,63.905,0.1263,0.8462,0.4367
S01215,1,0,1,73.73,19.58,20,2,0,0,45.2026,80.42,0.0233,0.3769,0.6692
S01216,1,0,1,66.4,46.57,22,1,3,0,41.5339,68.43,0.0784,0.3385,0.6437
S01217,5,0,1,92.43,59.12,32,0,0,0,55.9551,40.88,0.2829,0.3,0.4927
S01218,6,1,1,69.73,70.22,29,5,1,0,54.7108,34.78,0.0322,0.6923,0.3746
S01219,7,0,1,64.06,27.23,1,1,0,1,28.1403,72.77,0.1109,0.3385,0.708
S01220,4,0,1,88.86,46.47,27,0,0,0,51.5609,53.53,0.2333,0.3,0.5587
S01221,6,0,1,65.92,40.39,19,5,4,0,47.2546,79.61,0.0851,0.4923,0.63
S01222,5,0,1,63.31,43.49,22,1,1,0,40.2979,61.51,0.1213,0.3385,0.6204
S01223,8,1,1,55.09,36.68,17,4,2,0,39.8131,73.32,0.2354,0.6538,0.5905
S01224,6,0,0,59.7,27.1,11,5,1,0,40.0208,77.9,0.1714,0.1923,0.7235
S01225,4,0,1,60.98,40.23,6,6,0,0,39.4898,59.77,0.1536,0.5308,0.5682
S01226,8,0,1,81.32,36.77,28,6,0,0,60.6766,63.23,0.1287,0.5308,0.5079
S01227,1,0,0,56.71,20.52,9,2,3,0,31.8691,94.48,0.2129,0.0769,0.8472
S01228,8,0,0,44.13,41.095,22,4,1,0,38.3952,63.905,0.3875,0.1538,0.6828
S01229,2,0,1,72.05,41.095,17,4,0,0,46.5971,58.905,0.0,0.4538,0.5591
S01230,3,0,0,62.49,98.64923504783668,25,5,0,0,49.4419,1.3508,0.1327,0.1923,0.3843
S01231,7,1,1,71.76,41.09,22,6,1,0,53.2933,63.91,0.004,0.7308,0.4864
S01232,6,0,0,91.24,71.71,29,0,0,0,53.6994,28.29,0.2663,0.0,0.5252
S01233,8,1,1,73.07,37.59,21,2,1,0,45.5318,67.41,0.0142,0.5769,0.5661
S01234,6,0,1,94.64,44.43,27,3,0,0,59.6422,55.57,0.3135,0.4154,0.5097
S01235,6,0,0,72.05,39.14,20,3,0,0,46.4536,60.86,0.0,0.1154,0.652
S01236,3,0,1,87.1,62.32,37,0,0,0,56.7892,37.68,0.2089,0.3,0.477
S01237,1,0,0,63.79,32.87,7,1,0,1,31.5916,67.13,0.1146,0.0385,0.7483
S01238,1,1,1,72.05,98.68795147512547,18,6,0,0,51.0364,1.312,0.0,0.7308,0.2439
S01239,3,1,1,58.01,27.88,26,3,0,0,44.397,72.12,0.1949,0.6154,0.5792
S01240,1,1,0,59.79,24.66,25,3,1,0,44.5157,80.34,0.1702,0.3154,0.6867
S01241,5,1,1,68.63,54.55,32,2,1,0,50.2812,50.45,0.0475,0.5769,0.4816
S01242,7,0,0,52.07,16.95,15,6,1,0,41.2648,88.05,0.2773,0.2308,0.7501
S01243,8,0,0,74.39,24.78,13,2,1,1,41.314,80.22,0.0325,0.0769,0.7571
S01244,4,1,1,67.46,25.7,12,6,1,0,45.6411,79.3,0.0637,0.7308,0.5748
S01245,8,0,1,75.52,31.54,21,4,0,0,50.3579,68.46,0.0482,0.4538,0.5841
S01246,8,0,1,52.3,25.11,21,0,2,0,33.3776,84.89,0.2741,0.3,0.7477
S01247,7,1,1,82.53,27.84,24,3,0,0,53.0185,72.16,0.1455,0.6154,0.5492
S01248,4,1,1,97.46,67.51,29,7,0,0,69.6489,32.49,0.3527,0.7692,0.2939
S01249,3,1,1,94.3,39.42,34,4,0,0,65.5818,60.58,0.3088,0.6538,0.4493
S01250,8,0,0,100.0,79.33,33,0,0,0,59.5763,20.67,0.3879,0.0,0.4742
S01251,2,1,1,72.64,46.88,19,6,0,0,51.8656,53.12,0.0082,0.7308,0.4483
S01252,4,0,1,72.05,60.65,13,2,2,0,40.378,49.35,0.0,0.3769,0.5619
S01253,1,0,1,79.31,41.14,33,3,0,0,57.0695,58.86,0.1008,0.4154,0.5318
S01254,7,0,1,68.43,38.41,30,1,1,0,47.0917,66.59,0.0502,0.3385,0.6169
S01255,6,1,1,45.89,34.77,5,7,0,0,34.7836,65.23,0.3631,0.7692,0.5469
S01256,1,1,1,84.29,36.01,24,0,1,0,47.9533,68.99,0.1699,0.5,0.5831
S01257,2,1,1,68.48,48.89,26,1,0,0,44.7388,51.11,0.0495,0.5385,0.5132
S01258,5,0,1,49.99,21.85,5,1,0,1,24.8852,78.15,0.3062,0.3385,0.7409
S01259,5,0,0,64.38,47.11,23,1,0,0,41.3191,52.89,0.1065,0.0385,0.6573
S01260,7,0,0,68.83,51.15,19,5,0,0,48.4186,48.85,0.0447,0.1923,0.5779
S01261,3,1,1,72.18,30.43,13,5,0,0,46.1992,69.57,0.0018,0.6923,0.5435
S01262,8,0,0,72.36,39.98,22,0,0,0,41.9948,60.02,0.0043,0.0,0.6931
S01263,4,0,0,92.54,37.86,27,4,0,0,60.7253,62.14,0.2844,0.1538,0.5976
S01264,7,1,1,52.67,16.68,20,2,1,0,36.7786,88.32,0.269,0.5769,0.6803
S01265,2,0,0,69.72,29.26,13,3,0,0,41.3691,70.74,0.0323,0.1154,0.7093
S01266,1,1,1,58.82,38.84,30,3,1,0,47.0938,66.16,0.1836,0.6154,0.546
S01267,1,0,1,90.84,53.52,45,2,0,0,66.8771,46.48,0.2608,0.3769,0.4576
S01268,3,1,1,63.58,31.97,7,6,0,0,41.123,68.03,0.1176,0.7308,0.5455
S01269,8,0,0,66.84,43.91,19,2,1,0,41.8533,61.09,0.0723,0.0769,0.6786
S01270,1,0,0,87.75,49.41,39,0,0,0,58.2356,50.59,0.2179,0.0,0.5985
S01271,3,0,0,91.87,45.64,26,1,0,0,54.0948,54.36,0.2751,0.0385,0.6185
S01272,1,0,0,94.09,67.04,34,0,0,0,57.8055,32.96,0.3059,0.0,0.5295
S01273,8,1,1,47.35,23.03,0,5,1,1,28.5554,81.97,0.3428,0.6923,0.6549
S01274,6,0,1,79.24,39.75,19,3,0,0,48.7364,60.25,0.0998,0.4154,0.5666
S01275,7,0,1,72.05,37.13,26,5,1,0,53.8591,67.87,0.0,0.4923,0.5599
S01276,6,1,1,71.23,46.16,17,0,0,0,38.5767,53.84,0.0114,0.5,0.5553
S01277,6,0,1,73.0,96.13511496607174,20,1,1,0,42.9875,8.8649,0.0132,0.3385,0.4004
S01278,7,1,0,91.29,26.06,17,2,1,0,50.4469,78.94,0.267,0.2769,0.67
S01279,1,1,1,87.58,31.44,33,2,0,0,58.4544,68.56,0.2155,0.5769,0.5254
S01280,7,0,1,85.45,34.96,17,0,0,0,44.2647,65.04,0.186,0.3,0.6302
S01281,6,1,0,75.1,38.17,36,3,0,0,57.1652,61.83,0.0423,0.3154,0.5684
S01282,6,0,0,100.0,54.23,27,4,0,0,63.7093,45.77,0.3879,0.1538,0.5216
S01283,4,0,1,65.99,21.47,27,0,0,0,42.4129,78.53,0.0841,0.3,0.6907
S01284,7,0,1,47.76,29.25,19,3,2,1,36.1444,80.75,0.3371,0.4154,0.6926
S01285,4,1,1,68.02,24.09,13,3,0,0,40.6891,75.91,0.0559,0.6154,0.6074
S01286,1,1,1,72.87,48.62,18,3,3,0,45.5952,66.38,0.0114,0.6154,0.5521
S01287,8,0,1,91.55,41.095,22,0,0,0,49.6708,58.905,0.2706,0.3,0.5868
S01288,2,1,1,64.34,43.17,17,3,2,0,41.59,66.83,0.107,0.6154,0.5679
S01289,1,0,1,79.37,38.56,15,3,0,0,46.4155,61.44,0.1016,0.4154,0.5795
S01290,5,1,1,49.84,24.62,19,2,1,0,35.0533,80.38,0.3083,0.5769,0.6546
S01291,2,1,1,88.22,34.03,23,2,0,0,52.7782,65.97,0.2244,0.5769,0.5349
S01292,7,1,1,73.02,32.16,22,0,1,0,42.2588,72.84,0.0135,0.5,0.6185
S01293,4,1,1,67.79,55.33,29,2,1,0,48.1655,49.67,0.0591,0.5769,0.4859
S01294,1,1,1,100.0,57.51,22,3,0,0,58.8201,42.49,0.3879,0.6154,0.4102
S01295,8,0,1,88.05,38.08,23,6,0,0,60.4025,61.92,0.2221,0.5308,0.5036
S01296,5,1,1,56.4,38.14,25,3,1,0,43.1597,66.86,0.2172,0.6154,0.5625
S01297,3,1,1,70.36,36.8,27,8,1,0,59.5456,68.2,0.0235,0.8077,0.4625
S01298,6,1,0,100.0,46.36,27,2,0,0,59.8631,53.64,0.3879,0.2769,0.5358
S01299,5,0,1,100.0,49.71,28,1,0,0,58.5332,50.29,0.3879,0.3385,0.5117
S01300,1,1,1,85.84,61.38,35,5,0,0,64.7141,38.62,0.1914,0.6923,0.3549
S01301,7,0,1,44.29,26.81,19,5,3,0,38.6026,88.19,0.3853,0.4923,0.6946
S01302,4,0,1,91.98,52.72,18,5,0,0,57.0854,47.28,0.2766,0.4923,0.4662
S01303,6,0,1,62.47,26.07,11,3,0,0,37.2827,73.93,0.133,0.4154,0.6614
S01304,8,0,1,91.85,47.98,35,2,0,0,61.3489,52.02,0.2748,0.3769,0.4991
S01305,5,1,0,61.16,43.54,9,5,0,0,39.4184,56.46,0.1511,0.3923,0.5898
S01306,6,0,1,79.33,36.49,31,1,1,0,52.0449,68.51,0.101,0.3385,0.6073
S01307,3,1,1,62.4,38.72,34,5,2,0,54.7449,71.28,0.1339,0.6923,0.5204
S01308,2,1,1,66.55,49.24,23,3,0,0,46.0333,50.76,0.0763,0.6154,0.4881
S01309,4,0,0,81.33,36.86,18,4,0,0,50.9023,63.14,0.1288,0.1538,0.636
S01310,7,1,0,52.22,47.89,17,4,0,0,38.6651,52.11,0.2752,0.3538,0.5847
S01311,5,0,1,100.0,51.54,41,6,0,0,75.8605,48.46,0.3879,0.5308,0.3956
S01312,3,1,1,56.59,37.96,18,6,0,0,44.8524,62.04,0.2146,0.7308,0.5085
S01313,7,1,0,55.75,49.36,20,3,1,0,39.9336,55.64,0.2262,0.3154,0.6039
S01314,7,0,0,81.38,43.93,19,1,1,0,45.7463,61.07,0.1295,0.0385,0.6745
S01315,8,1,1,91.38,52.61,24,0,0,0,50.7893,47.39,0.2683,0.5,0.4868
S01316,3,0,0,67.14,49.11,28,5,0,0,53.0816,50.89,0.0681,0.1923,0.5697
S01317,6,0,1,55.93,2.29,11,7,1,0,42.359,100.0,0.2237,0.5692,0.7094
S01318,5,1,1,58.16,37.55,0,1,0,0,25.1871,62.45,0.1928,0.5385,0.627
S01319,4,0,1,72.05,33.03,14,2,1,0,40.9712,71.97,0.0,0.3769,0.6503
S01320,4,1,1,76.62,44.75,27,1,0,0,48.588,55.25,0.0634,0.5385,0.5163
S01321,1,0,0,70.95,45.45,31,4,1,0,54.4621,59.55,0.0153,0.1538,0.6091
S01322,3,0,1,78.39,29.89,22,0,0,0,44.4068,70.11,0.088,0.3,0.65
S01323,5,1,1,77.47,52.54,25,3,0,0,51.5877,47.46,0.0752,0.6154,0.4554
S01324,8,0,1,84.36,96.58920434361248,32,6,0,0,64.2655,3.4108,0.1709,0.5308,0.256
S01325,7,1,1,65.85,27.27,21,6,1,0,50.3361,77.73,0.0861,0.7308,0.552
S01326,2,0,1,60.93,38.98,21,3,1,0,42.5989,66.02,0.1543,0.4154,0.6111
S01327,6,1,1,74.34,46.2,22,6,1,0,54.3253,58.8,0.0318,0.7308,0.4624
S01328,1,1,1,71.18,96.89106512263372,25,5,0,0,52.9179,3.1089,0.0121,0.6923,0.2541
S01329,6,0,1,75.79,52.08,18,3,0,0,46.7632,47.92,0.0519,0.4154,0.5242
S01330,3,0,1,61.32,40.29,34,0,1,0,44.6975,64.71,0.1489,0.3,0.6274
S01331,4,0,1,81.63,33.37,7,3,0,0,42.5738,66.63,0.133,0.4154,0.6137
S01332,6,1,1,54.32,38.93,22,2,0,0,38.625,61.07,0.2461,0.5769,0.5649
S01333,4,0,0,65.39,96.5884498393104,23,1,0,0,41.7231,3.4116,0.0924,0.0385,0.458
S01334,7,0,1,88.94,46.41,31,1,0,0,55.8889,53.59,0.2344,0.3385,0.5341
S01335,5,1,1,55.03,14.03,22,2,1,0,38.909,90.97,0.2362,0.5769,0.6835
